+ . /home/htang2/toolchain-20251006/toolchain.rc
++ ROOT=/home/htang2/toolchain-20251006
++ export PATH=/home/htang2/toolchain-20251006/bin:/home/htang2/toolchain-20251006/opt/cuda/bin:/usr/games:/usr/local/games:/usr/bin:/usr/sbin:/usr/local/bin:/usr/local/sbin
++ PATH=/home/htang2/toolchain-20251006/bin:/home/htang2/toolchain-20251006/opt/cuda/bin:/usr/games:/usr/local/games:/usr/bin:/usr/sbin:/usr/local/bin:/usr/local/sbin
++ export LD_LIBRARY_PATH=/home/htang2/toolchain-20251006/lib:/home/htang2/toolchain-20251006/lib64:/home/htang2/toolchain-20251006/opt/cuda/lib:/home/htang2/toolchain-20251006/opt/cuda/lib64:/home/htang2/toolchain-20251006/opt/cuda/extras/CUPTI/lib64:
++ LD_LIBRARY_PATH=/home/htang2/toolchain-20251006/lib:/home/htang2/toolchain-20251006/lib64:/home/htang2/toolchain-20251006/opt/cuda/lib:/home/htang2/toolchain-20251006/opt/cuda/lib64:/home/htang2/toolchain-20251006/opt/cuda/extras/CUPTI/lib64:
+ source /home/s2283874/ssast/venvssast/bin/activate
++ deactivate nondestructive
++ '[' -n '' ']'
++ '[' -n '' ']'
++ hash -r
++ '[' -n '' ']'
++ unset VIRTUAL_ENV
++ unset VIRTUAL_ENV_PROMPT
++ '[' '!' nondestructive = nondestructive ']'
++ '[' linux-gnu = cygwin ']'
++ '[' linux-gnu = msys ']'
++ export VIRTUAL_ENV=/home/s2283874/ssast/venvssast
++ VIRTUAL_ENV=/home/s2283874/ssast/venvssast
++ _OLD_VIRTUAL_PATH=/home/htang2/toolchain-20251006/bin:/home/htang2/toolchain-20251006/opt/cuda/bin:/usr/games:/usr/local/games:/usr/bin:/usr/sbin:/usr/local/bin:/usr/local/sbin
++ PATH=/home/s2283874/ssast/venvssast/bin:/home/htang2/toolchain-20251006/bin:/home/htang2/toolchain-20251006/opt/cuda/bin:/usr/games:/usr/local/games:/usr/bin:/usr/sbin:/usr/local/bin:/usr/local/sbin
++ export PATH
++ '[' -n '' ']'
++ '[' -z '' ']'
++ _OLD_VIRTUAL_PS1=
++ PS1='(venvssast) '
++ export PS1
++ VIRTUAL_ENV_PROMPT='(venvssast) '
++ export VIRTUAL_ENV_PROMPT
++ hash -r
+ export TORCH_HOME=../../pretrained_models
+ TORCH_HOME=../../pretrained_models
+ mkdir exp
mkdir: cannot create directory ‘exp’: File exists
+ mkdir slurm_log
mkdir: cannot create directory ‘slurm_log’: File exists
+ librispeech360_dir=/home/s2283874/../../disk/scratch/s2283874/librispeech/train-clean-360
+ librispeech100_dir=/home/s2283874/../../disk/scratch/s2283874/librispeech/train-clean-100
+ '[' '!' -d /home/s2283874/../../disk/scratch/s2283874/librispeech/train-clean-360 ']'
+ mkdir -p /home/s2283874/../../disk/scratch/s2283874/librispeech/
+ echo 'LibriSpeech directory not found. Extracting archive...'
LibriSpeech directory not found. Extracting archive...
+ tar -xzf /home/s2283874/ssast/src/prep_data/librispeech/train-clean-360.tar.gz -C /home/s2283874/../../disk/scratch/s2283874/librispeech/
tar: LibriSpeech/train-clean-360/4238/12895/4238-12895-0043.flac: Cannot open: File exists
tar: LibriSpeech/train-clean-360/480/126336/480-126336-0012.flac: Cannot open: File exists
tar: LibriSpeech/train-clean-360/480/123176/480-123176-0037.flac: Cannot open: File exists
tar: LibriSpeech/train-clean-360/2790/142824/2790-142824-0058.flac: Cannot open: File exists
tar: LibriSpeech/train-clean-360/543/133217/543-133217.trans.txt: Cannot open: File exists
tar: LibriSpeech/train-clean-360/3009/10327/3009-10327-0088.flac: Cannot open: File exists
tar: LibriSpeech/train-clean-360/3370/163384/3370-163384-0018.flac: Cannot open: File exists
tar: LibriSpeech/train-clean-360/5723/43306/5723-43306-0013.flac: Cannot open: File exists
tar: Exiting with failure status due to previous errors
+ tar -xzf /home/s2283874/ssast/src/prep_data/librispeech/train-clean-100.tar.gz -C /home/s2283874/../../disk/scratch/s2283874/librispeech/
tar: LibriSpeech/train-clean-100/2514/149482/2514-149482-0097.flac: Cannot open: File exists
tar: LibriSpeech/train-clean-100/4859/29340/4859-29340-0025.flac: Cannot open: File exists
tar: Exiting with failure status due to previous errors
+ json_file=/home/s2283874/../../disk/scratch/s2283874/librispeech/librispeech_tr360_cut.json
+ json_test_file=/home/s2283874/../../disk/scratch/s2283874/librispeech/librispeech_tr360_cut_test.json
+ '[' '!' -f /home/s2283874/../../disk/scratch/s2283874/librispeech/librispeech_tr360_cut.json ']'
+ '[' '!' -f /home/s2283874/../../disk/scratch/s2283874/librispeech/librispeech_tr360_cut_test.json ']'
+ echo 'JSON file not found. Running prep_librispeech.py...'
JSON file not found. Running prep_librispeech.py...
+ python /home/s2283874/ssast/src/prep_data/librispeech/prep_librispeech.py
find 1k .wav files, time eclipse: 0.0 seconds.
   >> MPG: 0.040, MPC: 2.529, MPMHB: 2.393
Epoch: [17][700/1625]	Per Sample Total Time 0.00553	Per Sample Data Time 0.00180	Per Sample DNN Time 0.00372	Train Loss 6.9120	
   >> MPG: 0.038, MPC: 2.603, MPMHB: 2.239
Epoch: [17][800/1625]	Per Sample Total Time 0.00514	Per Sample Data Time 0.00140	Per Sample DNN Time 0.00373	Train Loss 7.2144	
   >> MPG: 0.041, MPC: 2.499, MPMHB: 2.450
Epoch: [17][900/1625]	Per Sample Total Time 0.00489	Per Sample Data Time 0.00116	Per Sample DNN Time 0.00373	Train Loss 6.9722	
   >> MPG: 0.040, MPC: 2.423, MPMHB: 2.363
Epoch: [17][1000/1625]	Per Sample Total Time 0.00472	Per Sample Data Time 0.00100	Per Sample DNN Time 0.00372	Train Loss 7.0577	
   >> MPG: 0.037, MPC: 2.670, MPMHB: 2.326
Epoch: [17][1100/1625]	Per Sample Total Time 0.00461	Per Sample Data Time 0.00088	Per Sample DNN Time 0.00372	Train Loss 7.3197	
   >> MPG: 0.043, MPC: 2.475, MPMHB: 2.479
---------------- step 27200 evaluation ----------------
masked acc train: 0.429531
nce loss train: 7.300213
masked acc eval: 0.431314
nce loss eval: 0.042512
# 35, step 26400-27200, lr: 5.000000e-04
# 35, step 26400-27200, training time: 235.487
---------------- evaluation finished ----------------
Epoch: [17][1200/1625]	Per Sample Total Time 0.55137	Per Sample Data Time 0.54778	Per Sample DNN Time 0.00358	Train Loss 7.2889	
   >> MPG: 0.041, MPC: 2.631, MPMHB: 2.384
Epoch: [17][1300/1625]	Per Sample Total Time 0.00935	Per Sample Data Time 0.00562	Per Sample DNN Time 0.00373	Train Loss 7.1077	
   >> MPG: 0.040, MPC: 2.562, MPMHB: 2.356
Epoch: [17][1400/1625]	Per Sample Total Time 0.00665	Per Sample Data Time 0.00292	Per Sample DNN Time 0.00373	Train Loss 7.1424	
   >> MPG: 0.040, MPC: 2.477, MPMHB: 2.446
Epoch: [17][1500/1625]	Per Sample Total Time 0.00574	Per Sample Data Time 0.00201	Per Sample DNN Time 0.00372	Train Loss 7.0565	
   >> MPG: 0.039, MPC: 2.557, MPMHB: 2.342
Epoch: [17][1600/1625]	Per Sample Total Time 0.00528	Per Sample Data Time 0.00156	Per Sample DNN Time 0.00372	Train Loss 7.3578	
   >> MPG: 0.042, MPC: 2.527, MPMHB: 2.494
2026-01-28 17:32:32.829596
Epoch: [18][75/1625]	Per Sample Total Time 0.00511	Per Sample Data Time 0.00138	Per Sample DNN Time 0.00373	Train Loss 7.0855	
   >> MPG: 0.041, MPC: 2.479, MPMHB: 2.379
Epoch: [18][175/1625]	Per Sample Total Time 0.00491	Per Sample Data Time 0.00118	Per Sample DNN Time 0.00373	Train Loss 7.0095	
   >> MPG: 0.038, MPC: 2.641, MPMHB: 2.267
Epoch: [18][275/1625]	Per Sample Total Time 0.00477	Per Sample Data Time 0.00104	Per Sample DNN Time 0.00373	Train Loss 7.0311	
   >> MPG: 0.039, MPC: 2.637, MPMHB: 2.268
---------------- step 28000 evaluation ----------------
masked acc train: 0.420977
nce loss train: 7.018009
masked acc eval: 0.434760
nce loss eval: 0.042433
# 36, step 27200-28000, lr: 5.000000e-04
# 36, step 27200-28000, training time: 127.097
---------------- evaluation finished ----------------
Epoch: [18][375/1625]	Per Sample Total Time 0.46953	Per Sample Data Time 0.46593	Per Sample DNN Time 0.00360	Train Loss 7.0565	
   >> MPG: 0.039, MPC: 2.644, MPMHB: 2.283
Epoch: [18][475/1625]	Per Sample Total Time 0.00857	Per Sample Data Time 0.00480	Per Sample DNN Time 0.00376	Train Loss 7.1375	
   >> MPG: 0.041, MPC: 2.459, MPMHB: 2.439
Epoch: [18][575/1625]	Per Sample Total Time 0.00625	Per Sample Data Time 0.00251	Per Sample DNN Time 0.00374	Train Loss 7.1976	
   >> MPG: 0.041, MPC: 2.604, MPMHB: 2.346
Epoch: [18][675/1625]	Per Sample Total Time 0.00544	Per Sample Data Time 0.00174	Per Sample DNN Time 0.00370	Train Loss 7.0555	
   >> MPG: 0.038, MPC: 2.607, MPMHB: 2.344
Epoch: [18][775/1625]	Per Sample Total Time 0.00503	Per Sample Data Time 0.00135	Per Sample DNN Time 0.00368	Train Loss 7.0257	
   >> MPG: 0.039, MPC: 2.525, MPMHB: 2.353
Epoch: [18][875/1625]	Per Sample Total Time 0.00479	Per Sample Data Time 0.00112	Per Sample DNN Time 0.00367	Train Loss 7.1390	
   >> MPG: 0.040, MPC: 2.473, MPMHB: 2.455
Epoch: [18][975/1625]	Per Sample Total Time 0.00464	Per Sample Data Time 0.00096	Per Sample DNN Time 0.00367	Train Loss 7.1697	
   >> MPG: 0.041, MPC: 2.583, MPMHB: 2.335
Epoch: [18][1075/1625]	Per Sample Total Time 0.00453	Per Sample Data Time 0.00085	Per Sample DNN Time 0.00368	Train Loss 7.1121	
   >> MPG: 0.040, MPC: 2.557, MPMHB: 2.355
---------------- step 28800 evaluation ----------------
masked acc train: 0.450078
nce loss train: 7.040527
masked acc eval: 0.434239
nce loss eval: 0.042362
# 37, step 28000-28800, lr: 5.000000e-04
# 37, step 28000-28800, training time: 233.650
---------------- evaluation finished ----------------
Epoch: [18][1175/1625]	Per Sample Total Time 0.55979	Per Sample Data Time 0.55599	Per Sample DNN Time 0.00380	Train Loss 7.1029	
   >> MPG: 0.040, MPC: 2.506, MPMHB: 2.370
Epoch: [18][1275/1625]	Per Sample Total Time 0.00934	Per Sample Data Time 0.00569	Per Sample DNN Time 0.00365	Train Loss 7.0738	
   >> MPG: 0.039, MPC: 2.547, MPMHB: 2.380
Epoch: [18][1375/1625]	Per Sample Total Time 0.00659	Per Sample Data Time 0.00295	Per Sample DNN Time 0.00364	Train Loss 7.1075	
   >> MPG: 0.040, MPC: 2.519, MPMHB: 2.376
Epoch: [18][1475/1625]	Per Sample Total Time 0.00566	Per Sample Data Time 0.00203	Per Sample DNN Time 0.00363	Train Loss 7.1142	
   >> MPG: 0.041, MPC: 2.450, MPMHB: 2.423
Epoch: [18][1575/1625]	Per Sample Total Time 0.00520	Per Sample Data Time 0.00157	Per Sample DNN Time 0.00363	Train Loss 7.1778	
   >> MPG: 0.042, MPC: 2.491, MPMHB: 2.369
2026-01-28 17:40:23.363328
Epoch: [19][50/1625]	Per Sample Total Time 0.00506	Per Sample Data Time 0.00141	Per Sample DNN Time 0.00365	Train Loss 7.0186	
   >> MPG: 0.041, MPC: 2.386, MPMHB: 2.380
Epoch: [19][150/1625]	Per Sample Total Time 0.00488	Per Sample Data Time 0.00121	Per Sample DNN Time 0.00367	Train Loss 6.9099	
   >> MPG: 0.040, MPC: 2.363, MPMHB: 2.337
Epoch: [19][250/1625]	Per Sample Total Time 0.00474	Per Sample Data Time 0.00106	Per Sample DNN Time 0.00368	Train Loss 6.9254	
   >> MPG: 0.037, MPC: 2.580, MPMHB: 2.285
---------------- step 29600 evaluation ----------------
masked acc train: 0.448008
nce loss train: 7.233464
masked acc eval: 0.435910
nce loss eval: 0.042160
# 38, step 28800-29600, lr: 5.000000e-04
# 38, step 28800-29600, training time: 122.301
---------------- evaluation finished ----------------
Epoch: [19][350/1625]	Per Sample Total Time 0.46860	Per Sample Data Time 0.46497	Per Sample DNN Time 0.00363	Train Loss 7.0242	
   >> MPG: 0.039, MPC: 2.491, MPMHB: 2.380
Epoch: [19][450/1625]	Per Sample Total Time 0.00862	Per Sample Data Time 0.00480	Per Sample DNN Time 0.00382	Train Loss 7.1278	
   >> MPG: 0.041, MPC: 2.458, MPMHB: 2.429
Epoch: [19][550/1625]	Per Sample Total Time 0.00640	Per Sample Data Time 0.00251	Per Sample DNN Time 0.00389	Train Loss 7.2574	
   >> MPG: 0.042, MPC: 2.535, MPMHB: 2.418
Epoch: [19][650/1625]	Per Sample Total Time 0.00558	Per Sample Data Time 0.00174	Per Sample DNN Time 0.00384	Train Loss 6.8934	
   >> MPG: 0.037, MPC: 2.617, MPMHB: 2.225
Epoch: [19][750/1625]	Per Sample Total Time 0.00520	Per Sample Data Time 0.00136	Per Sample DNN Time 0.00384	Train Loss 7.0570	
   >> MPG: 0.040, MPC: 2.534, MPMHB: 2.342
Epoch: [19][850/1625]	Per Sample Total Time 0.00499	Per Sample Data Time 0.00113	Per Sample DNN Time 0.00386	Train Loss 7.1652	
   >> MPG: 0.042, MPC: 2.422, MPMHB: 2.450
Epoch: [19][950/1625]	Per Sample Total Time 0.00485	Per Sample Data Time 0.00098	Per Sample DNN Time 0.00387	Train Loss 6.9397	
   >> MPG: 0.037, MPC: 2.664, MPMHB: 2.221
Epoch: [19][1050/1625]	Per Sample Total Time 0.00474	Per Sample Data Time 0.00087	Per Sample DNN Time 0.00388	Train Loss 6.9817	
   >> MPG: 0.040, MPC: 2.426, MPMHB: 2.359
---------------- step 30400 evaluation ----------------
masked acc train: 0.433789
nce loss train: 7.107663
masked acc eval: 0.437898
nce loss eval: 0.041956
# 39, step 29600-30400, lr: 5.000000e-04
# 39, step 29600-30400, training time: 239.437
---------------- evaluation finished ----------------
Epoch: [19][1150/1625]	Per Sample Total Time 0.48024	Per Sample Data Time 0.47643	Per Sample DNN Time 0.00381	Train Loss 6.8799	
   >> MPG: 0.037, MPC: 2.576, MPMHB: 2.249
Epoch: [19][1250/1625]	Per Sample Total Time 0.00870	Per Sample Data Time 0.00491	Per Sample DNN Time 0.00378	Train Loss 7.0025	
   >> MPG: 0.039, MPC: 2.406, MPMHB: 2.426
Epoch: [19][1350/1625]	Per Sample Total Time 0.00634	Per Sample Data Time 0.00257	Per Sample DNN Time 0.00377	Train Loss 7.2498	
   >> MPG: 0.042, MPC: 2.414, MPMHB: 2.520
Epoch: [19][1450/1625]	Per Sample Total Time 0.00556	Per Sample Data Time 0.00178	Per Sample DNN Time 0.00378	Train Loss 7.0335	
   >> MPG: 0.040, MPC: 2.465, MPMHB: 2.386
Epoch: [19][1550/1625]	Per Sample Total Time 0.00518	Per Sample Data Time 0.00138	Per Sample DNN Time 0.00380	Train Loss 7.0248	
   >> MPG: 0.040, MPC: 2.496, MPMHB: 2.329
2026-01-28 17:48:26.171254
Epoch: [20][25/1625]	Per Sample Total Time 0.00511	Per Sample Data Time 0.00129	Per Sample DNN Time 0.00383	Train Loss 6.9560	
   >> MPG: 0.040, MPC: 2.469, MPMHB: 2.306
Epoch: [20][125/1625]	Per Sample Total Time 0.00502	Per Sample Data Time 0.00111	Per Sample DNN Time 0.00391	Train Loss 7.0731	
   >> MPG: 0.041, MPC: 2.435, MPMHB: 2.399
Epoch: [20][225/1625]	Per Sample Total Time 0.00495	Per Sample Data Time 0.00099	Per Sample DNN Time 0.00396	Train Loss 6.7307	
   >> MPG: 0.037, MPC: 2.479, MPMHB: 2.238
---------------- step 31200 evaluation ----------------
masked acc train: 0.451875
nce loss train: 7.010129
masked acc eval: 0.437604
nce loss eval: 0.041823
# 40, step 30400-31200, lr: 5.000000e-04
# 40, step 30400-31200, training time: 129.132
---------------- evaluation finished ----------------
Epoch: [20][325/1625]	Per Sample Total Time 0.47027	Per Sample Data Time 0.46669	Per Sample DNN Time 0.00358	Train Loss 6.9639	
   >> MPG: 0.038, MPC: 2.609, MPMHB: 2.267
Epoch: [20][425/1625]	Per Sample Total Time 0.00844	Per Sample Data Time 0.00481	Per Sample DNN Time 0.00363	Train Loss 7.0305	
   >> MPG: 0.040, MPC: 2.515, MPMHB: 2.313
Epoch: [20][525/1625]	Per Sample Total Time 0.00614	Per Sample Data Time 0.00251	Per Sample DNN Time 0.00363	Train Loss 7.1257	
   >> MPG: 0.041, MPC: 2.462, MPMHB: 2.413
Epoch: [20][625/1625]	Per Sample Total Time 0.00537	Per Sample Data Time 0.00174	Per Sample DNN Time 0.00364	Train Loss 6.9941	
   >> MPG: 0.040, MPC: 2.422, MPMHB: 2.379
Epoch: [20][725/1625]	Per Sample Total Time 0.00498	Per Sample Data Time 0.00135	Per Sample DNN Time 0.00363	Train Loss 6.9507	
   >> MPG: 0.039, MPC: 2.412, MPMHB: 2.379
Epoch: [20][825/1625]	Per Sample Total Time 0.00474	Per Sample Data Time 0.00112	Per Sample DNN Time 0.00363	Train Loss 7.1519	
   >> MPG: 0.041, MPC: 2.582, MPMHB: 2.323
Epoch: [20][925/1625]	Per Sample Total Time 0.00459	Per Sample Data Time 0.00096	Per Sample DNN Time 0.00362	Train Loss 7.0128	
   >> MPG: 0.039, MPC: 2.551, MPMHB: 2.295
Epoch: [20][1025/1625]	Per Sample Total Time 0.00448	Per Sample Data Time 0.00085	Per Sample DNN Time 0.00363	Train Loss 7.0519	
   >> MPG: 0.040, MPC: 2.538, MPMHB: 2.303
---------------- step 32000 evaluation ----------------
masked acc train: 0.427930
nce loss train: 7.220953
masked acc eval: 0.438404
nce loss eval: 0.041874
# 41, step 31200-32000, lr: 5.000000e-04
# 41, step 31200-32000, training time: 227.503
---------------- evaluation finished ----------------
Epoch: [20][1125/1625]	Per Sample Total Time 0.50823	Per Sample Data Time 0.50470	Per Sample DNN Time 0.00353	Train Loss 7.1177	
   >> MPG: 0.040, MPC: 2.486, MPMHB: 2.412
Epoch: [20][1225/1625]	Per Sample Total Time 0.00885	Per Sample Data Time 0.00518	Per Sample DNN Time 0.00367	Train Loss 6.9653	
   >> MPG: 0.038, MPC: 2.608, MPMHB: 2.258
Epoch: [20][1325/1625]	Per Sample Total Time 0.00637	Per Sample Data Time 0.00270	Per Sample DNN Time 0.00367	Train Loss 7.0080	
   >> MPG: 0.039, MPC: 2.535, MPMHB: 2.340
Epoch: [20][1425/1625]	Per Sample Total Time 0.00552	Per Sample Data Time 0.00186	Per Sample DNN Time 0.00366	Train Loss 6.9705	
   >> MPG: 0.041, MPC: 2.339, MPMHB: 2.393
Epoch: [20][1525/1625]	Per Sample Total Time 0.00510	Per Sample Data Time 0.00145	Per Sample DNN Time 0.00365	Train Loss 6.9829	
   >> MPG: 0.040, MPC: 2.386, MPMHB: 2.406
2026-01-28 17:56:25.564235
Epoch: [21][0/1625]	Per Sample Total Time 0.00490	Per Sample Data Time 0.00125	Per Sample DNN Time 0.00365	Train Loss 7.0462	
   >> MPG: 0.039, MPC: 2.598, MPMHB: 2.293
Epoch: [21][100/1625]	Per Sample Total Time 0.00473	Per Sample Data Time 0.00108	Per Sample DNN Time 0.00365	Train Loss 7.0017	
   >> MPG: 0.039, MPC: 2.410, MPMHB: 2.435
Epoch: [21][200/1625]	Per Sample Total Time 0.00461	Per Sample Data Time 0.00095	Per Sample DNN Time 0.00366	Train Loss 6.9789	
   >> MPG: 0.040, MPC: 2.490, MPMHB: 2.302
---------------- step 32800 evaluation ----------------
masked acc train: 0.447852
nce loss train: 6.999776
masked acc eval: 0.440670
nce loss eval: 0.041540
# 42, step 32000-32800, lr: 5.000000e-04
# 42, step 32000-32800, training time: 108.773
---------------- evaluation finished ----------------
Epoch: [21][300/1625]	Per Sample Total Time 0.51161	Per Sample Data Time 0.50802	Per Sample DNN Time 0.00359	Train Loss 6.9914	
   >> MPG: 0.039, MPC: 2.478, MPMHB: 2.373
Epoch: [21][400/1625]	Per Sample Total Time 0.00902	Per Sample Data Time 0.00523	Per Sample DNN Time 0.00379	Train Loss 7.0230	
   >> MPG: 0.041, MPC: 2.419, MPMHB: 2.376
Epoch: [21][500/1625]	Per Sample Total Time 0.00652	Per Sample Data Time 0.00273	Per Sample DNN Time 0.00379	Train Loss 7.0072	
   >> MPG: 0.039, MPC: 2.573, MPMHB: 2.269
Epoch: [21][600/1625]	Per Sample Total Time 0.00566	Per Sample Data Time 0.00188	Per Sample DNN Time 0.00377	Train Loss 6.9096	
   >> MPG: 0.038, MPC: 2.413, MPMHB: 2.381
Epoch: [21][700/1625]	Per Sample Total Time 0.00524	Per Sample Data Time 0.00146	Per Sample DNN Time 0.00378	Train Loss 7.1526	
   >> MPG: 0.042, MPC: 2.448, MPMHB: 2.387
Epoch: [21][800/1625]	Per Sample Total Time 0.00500	Per Sample Data Time 0.00121	Per Sample DNN Time 0.00378	Train Loss 7.2670	
   >> MPG: 0.042, MPC: 2.523, MPMHB: 2.444
Epoch: [21][900/1625]	Per Sample Total Time 0.00484	Per Sample Data Time 0.00104	Per Sample DNN Time 0.00379	Train Loss 6.9367	
   >> MPG: 0.039, MPC: 2.415, MPMHB: 2.383
Epoch: [21][1000/1625]	Per Sample Total Time 0.00473	Per Sample Data Time 0.00092	Per Sample DNN Time 0.00380	Train Loss 7.0050	
   >> MPG: 0.038, MPC: 2.571, MPMHB: 2.329
---------------- step 33600 evaluation ----------------
masked acc train: 0.419141
nce loss train: 7.069717
masked acc eval: 0.442550
nce loss eval: 0.041600
# 43, step 32800-33600, lr: 5.000000e-04
# 43, step 32800-33600, training time: 239.317
---------------- evaluation finished ----------------
Epoch: [21][1100/1625]	Per Sample Total Time 0.54101	Per Sample Data Time 0.53721	Per Sample DNN Time 0.00380	Train Loss 7.0038	
   >> MPG: 0.040, MPC: 2.483, MPMHB: 2.330
Epoch: [21][1200/1625]	Per Sample Total Time 0.00936	Per Sample Data Time 0.00552	Per Sample DNN Time 0.00384	Train Loss 7.0670	
   >> MPG: 0.040, MPC: 2.457, MPMHB: 2.394
Epoch: [21][1300/1625]	Per Sample Total Time 0.00671	Per Sample Data Time 0.00287	Per Sample DNN Time 0.00384	Train Loss 7.1621	
   >> MPG: 0.042, MPC: 2.456, MPMHB: 2.411
Epoch: [21][1400/1625]	Per Sample Total Time 0.00582	Per Sample Data Time 0.00199	Per Sample DNN Time 0.00384	Train Loss 7.0216	
   >> MPG: 0.041, MPC: 2.383, MPMHB: 2.411
Epoch: [21][1500/1625]	Per Sample Total Time 0.00537	Per Sample Data Time 0.00154	Per Sample DNN Time 0.00383	Train Loss 6.8831	
   >> MPG: 0.038, MPC: 2.522, MPMHB: 2.296
Epoch: [21][1600/1625]	Per Sample Total Time 0.00513	Per Sample Data Time 0.00127	Per Sample DNN Time 0.00386	Train Loss 6.7549	
   >> MPG: 0.037, MPC: 2.452, MPMHB: 2.268
2026-01-28 18:04:29.795350
Epoch: [22][75/1625]	Per Sample Total Time 0.00503	Per Sample Data Time 0.00117	Per Sample DNN Time 0.00386	Train Loss 6.8451	
   >> MPG: 0.038, MPC: 2.477, MPMHB: 2.265
Epoch: [22][175/1625]	Per Sample Total Time 0.00487	Per Sample Data Time 0.00103	Per Sample DNN Time 0.00384	Train Loss 7.0218	
   >> MPG: 0.040, MPC: 2.434, MPMHB: 2.411
---------------- step 34400 evaluation ----------------
masked acc train: 0.447344
nce loss train: 7.019229
masked acc eval: 0.443845
nce loss eval: 0.041599
# 44, step 33600-34400, lr: 5.000000e-04
# 44, step 33600-34400, training time: 101.063
---------------- evaluation finished ----------------
Epoch: [22][275/1625]	Per Sample Total Time 0.45713	Per Sample Data Time 0.45347	Per Sample DNN Time 0.00366	Train Loss 6.8094	
   >> MPG: 0.038, MPC: 2.460, MPMHB: 2.263
Epoch: [22][375/1625]	Per Sample Total Time 0.00829	Per Sample Data Time 0.00467	Per Sample DNN Time 0.00362	Train Loss 6.9730	
   >> MPG: 0.039, MPC: 2.521, MPMHB: 2.328
Epoch: [22][475/1625]	Per Sample Total Time 0.00607	Per Sample Data Time 0.00244	Per Sample DNN Time 0.00363	Train Loss 7.0153	
   >> MPG: 0.039, MPC: 2.481, MPMHB: 2.389
Epoch: [22][575/1625]	Per Sample Total Time 0.00532	Per Sample Data Time 0.00169	Per Sample DNN Time 0.00363	Train Loss 7.1549	
   >> MPG: 0.040, MPC: 2.526, MPMHB: 2.408
Epoch: [22][675/1625]	Per Sample Total Time 0.00495	Per Sample Data Time 0.00131	Per Sample DNN Time 0.00363	Train Loss 7.0066	
   >> MPG: 0.040, MPC: 2.337, MPMHB: 2.486
Epoch: [22][775/1625]	Per Sample Total Time 0.00473	Per Sample Data Time 0.00109	Per Sample DNN Time 0.00364	Train Loss 7.2316	
   >> MPG: 0.043, MPC: 2.436, MPMHB: 2.434
Epoch: [22][875/1625]	Per Sample Total Time 0.00458	Per Sample Data Time 0.00094	Per Sample DNN Time 0.00365	Train Loss 6.9453	
   >> MPG: 0.038, MPC: 2.561, MPMHB: 2.305
Epoch: [22][975/1625]	Per Sample Total Time 0.00449	Per Sample Data Time 0.00083	Per Sample DNN Time 0.00366	Train Loss 6.8320	
   >> MPG: 0.037, MPC: 2.552, MPMHB: 2.240
---------------- step 35200 evaluation ----------------
masked acc train: 0.427930
nce loss train: 7.053948
masked acc eval: 0.443851
nce loss eval: 0.041474
# 45, step 34400-35200, lr: 5.000000e-04
# 45, step 34400-35200, training time: 232.876
---------------- evaluation finished ----------------
Epoch: [22][1075/1625]	Per Sample Total Time 0.56434	Per Sample Data Time 0.56045	Per Sample DNN Time 0.00389	Train Loss 7.0610	
   >> MPG: 0.040, MPC: 2.455, MPMHB: 2.397
Epoch: [22][1175/1625]	Per Sample Total Time 0.00941	Per Sample Data Time 0.00573	Per Sample DNN Time 0.00368	Train Loss 6.9569	
   >> MPG: 0.039, MPC: 2.480, MPMHB: 2.345
Epoch: [22][1275/1625]	Per Sample Total Time 0.00666	Per Sample Data Time 0.00298	Per Sample DNN Time 0.00369	Train Loss 6.9388	
   >> MPG: 0.040, MPC: 2.419, MPMHB: 2.340
Epoch: [22][1375/1625]	Per Sample Total Time 0.00574	Per Sample Data Time 0.00205	Per Sample DNN Time 0.00369	Train Loss 7.0790	
   >> MPG: 0.040, MPC: 2.398, MPMHB: 2.460
Epoch: [22][1475/1625]	Per Sample Total Time 0.00528	Per Sample Data Time 0.00159	Per Sample DNN Time 0.00369	Train Loss 6.9311	
   >> MPG: 0.039, MPC: 2.442, MPMHB: 2.346
Epoch: [22][1575/1625]	Per Sample Total Time 0.00500	Per Sample Data Time 0.00131	Per Sample DNN Time 0.00370	Train Loss 7.0492	
   >> MPG: 0.041, MPC: 2.383, MPMHB: 2.405
2026-01-28 18:12:20.207885
Epoch: [23][50/1625]	Per Sample Total Time 0.00487	Per Sample Data Time 0.00117	Per Sample DNN Time 0.00370	Train Loss 6.7416	
   >> MPG: 0.039, MPC: 2.309, MPMHB: 2.308
Epoch: [23][150/1625]	Per Sample Total Time 0.00473	Per Sample Data Time 0.00103	Per Sample DNN Time 0.00370	Train Loss 6.9567	
   >> MPG: 0.039, MPC: 2.500, MPMHB: 2.304
---------------- step 36000 evaluation ----------------
masked acc train: 0.438359
nce loss train: 6.906822
masked acc eval: 0.445444
nce loss eval: 0.041209
# 46, step 35200-36000, lr: 5.000000e-04
# 46, step 35200-36000, training time: 94.254
---------------- evaluation finished ----------------
Epoch: [23][250/1625]	Per Sample Total Time 0.47120	Per Sample Data Time 0.46163	Per Sample DNN Time 0.00957	Train Loss 6.9299	
   >> MPG: 0.039, MPC: 2.493, MPMHB: 2.318
Epoch: [23][350/1625]	Per Sample Total Time 0.00849	Per Sample Data Time 0.00476	Per Sample DNN Time 0.00374	Train Loss 6.7349	
